#,Malların (işlərin və xidmətlərin) adı,详细描述,,description_en,Ətraflı təsviri,Malgöndərən/podratçının qeydləri,part_number,name_en,Ad chn,Category,Category Zh,Factory Adress,Factory Adress Zh,Manufacturing Country(En),Manufacturing Country(Zh),Condition,Quality,Car Brand(en),Car Brand(Zh),Car marka(en),Car marka(zh),Part Year
2309,Hyundai -  Santa Fe - Buraxılış ili - 2015 - KMHSU81CDFU501406,优质灯泡，提供可靠照明。,,Premium Bulb for reliable illumination.,"Babinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","273003F100 .Çin, Original",273003F100,Ignition coil,点火线圈,Engine,引擎,,,China,,New,Original,,,,,
2310,Hyundai -  Santa Fe - Buraxılış ili - 2015 - KMHSU81CDFU501406,耐用的发动机皮带（链条），可实现最佳动力传输和可靠的发动机运行。,,Durable Engine Belt (Chain) for optimal power transmission and reliable engine operation.,"Mühərrik qayışının (zəncirinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","2432125000. .Çin, Original",2432125000,Engine timing chain,发动机正时链条,Engine,引擎,,,China,,New,Original,,,,,
2311,Hyundai -  Santa Fe - Buraxılış ili - 2015 - KMHSU81CDFU501406,发动机支架的设计旨在最大限度地减少发动机振动，并确保发动机的牢固定位。,,Engine Mount designed to minimize engine vibration and ensure secure engine positioning.,"Mühərrik yastığının yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","218102W000 .Çin, Original",218102W000,Engine mount,发动机支架,Engine,引擎,,,China,,New,Original,,,,,
2312,Hyundai -  Santa Fe - Buraxılış ili - 2015 - KMHSU81CDFU501406,专为提供稳定可靠的制动力而设计的高级前刹车片。,,Premium Front Brake Pads engineered for consistent and reliable stopping power.,"Ön əyləc qəliblərinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","581012WA70 .Çin, Original",581012WA70,Front brake caliper,前制动卡钳,Brake System,制动系统,,,China,,New,Original,,,,,
2313,Hyundai -  Santa Fe - Buraxılış ili - 2015 - KMHSU81CDFU501406,专为提供稳定可靠的制动力而设计的高级后刹车片。,,Premium Rear Brake Pads engineered for consistent and reliable stopping power.,"Arxa əyləc qəliblərinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","583022WA70 .Çin, Original",583022WA70,Rear brake caliper,后制动卡钳,Brake System,制动系统,,,China,,New,Original,,,,,
2314,Hyundai -  Santa Fe - Buraxılış ili - 2015 - KMHSU81CDFU501406,高效空气过滤器，旨在去除污染物并提高空调性能。,,High-efficiency Air Filter designed to remove contaminants and improve air conditioning performance.,"Soyuducunun (kondisionerin) hava süzgəcinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","971332W000 .Çin, Original",971332W000,Air conditioning air filter,空调空气滤清器,Air Conditioning,空调,,,China,,New,Original,,,,,
2315,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,高性能发动机油，专为实现最佳发动机润滑和保护而配制。,,High-performance Engine Oil formulated for optimal engine lubrication and protection.,"Mühərrik yağı, dəyişilməsi ilə birlikdə",5x30 Bendix Türkiyə.,5x30,Türkiyə,Türkiyə,Türkiyə,土耳其语,,,China,,New,Original,,,,,
2316,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,高效发动机机油滤清器，实现最佳机油过滤和发动机保护。,,High-efficiency Engine Oil Filter for optimal oil filtration and engine protection.,Mühərrik yağ filtri,"2630035504. .Çin, Original",2630035504,Oil filter,机油滤清器,Engine,引擎,,,China,,New,Original,,,,,
2317,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,专为有效调节发动机温度和增强耐腐蚀性而设计的高级冷却液（防冻液）。,,Premium Coolant (Antifreeze) designed for effective engine temperature regulation and corrosion resistance.,"Soyutma mayesi (antifriz), dəyişdirilməsi ilə birlikdə","Antifreeze -56 3L Bendix, Türkiyə.",Antifreeze -56 3L,Türkiyə,Türkiyə,Türkiyə,土耳其语,,,China,,New,Original,,,,,
2318,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,高性能变速箱油，专为平稳换挡和保护变速箱而配制。,,High-performance Gearbox Oil formulated for smooth gear shifting and transmission protection.,"Sürətlər qutusunun yağı, dəyişilməsi ilə birlikdə","ATF DSG  Bendix, Türkiyə.",ATF DSG,Türkiyə,Türkiyə,Türkiyə,土耳其语,,,China,,New,Original,,,,,
2319,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,高效变速箱油过滤器，可实现最佳的油液过滤和变速箱保护。,,High-efficiency Gearbox Oil Filter for optimal oil filtration and transmission protection.,Sürətlər qutusunun yağ filtri,"4632126000. .Çin, Original",4632126000,Transmission oil filter,变速箱油滤清器,Transmission,传播,,,China,,New,Original,,,,,
2320,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,高效燃油过滤器，旨在去除污染物并优化燃油输送。,,High-efficiency Fuel Filter designed to remove contaminants and optimize fuel delivery.,"Yanacaq süzgəcinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","311121R000 .Çin, Original",311121R000,Fuel filter,燃油滤清器,Fuel System,燃油系统,,,China,,New,Original,,,,,
2321,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,高效空气过滤器，旨在去除污染物并优化发动机性能。,,High-efficiency Air Filter designed to remove contaminants and optimize engine performance.,"Hava süzgəcinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","281132W100 .Çin, Original",281132W100,Air filter,空气滤清器,Engine,引擎,,,China,,New,Original,,,,,
2322,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,高性能火花塞，实现高效燃烧和最佳发动机性能。,,High-performance Spark Plug for efficient combustion and optimal engine performance.,"Alışdırma şamının yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","1884511160. .Çin, Original",1884511160,Spark plug,火花塞,Engine,引擎,,,China,,New,Original,,,,,
2323,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,原厂品质灯泡，提供可靠照明。,,OEM-quality Bulb for reliable illumination.,"Babinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","273003F100 .Çin, Original",273003F100,Ignition coil,点火线圈,Engine,引擎,,,China,,New,Original,,,,,
2324,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,耐用型发动机皮带（链条），专为高效动力传输和发动机性能而设计。,,Durable Engine Belt (Chain) engineered for efficient power transmission and engine performance.,"Mühərrik qayışının (zəncirinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","2432125000. .Çin, Original",2432125000,Engine timing chain,发动机正时链条,Engine,引擎,,,China,,New,Original,,,,,
2325,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,发动机支架的设计旨在最大限度地减少发动机振动，并确保发动机的牢固定位。,,Engine Mount designed to minimize engine vibration and ensure secure engine positioning.,"Mühərrik yastığının yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","218102W000 .Çin, Original",218102W000,Engine mount,发动机支架,Engine,引擎,,,China,,New,Original,,,,,
2326,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,专为提供稳定可靠的制动力而设计的高级前刹车片。,,Premium Front Brake Pads engineered for consistent and reliable stopping power.,"Ön əyləc qəliblərinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","581012WA70 .Çin, Original",581012WA70,Front brake caliper,前制动卡钳,Brake System,制动系统,,,China,,New,Original,,,,,
2327,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,专为提供稳定可靠的制动力而设计的高级后刹车片。,,Premium Rear Brake Pads engineered for consistent and reliable stopping power.,"Arxa əyləc qəliblərinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","583022WA70 .Çin, Original",583022WA70,Rear brake caliper,后制动卡钳,Brake System,制动系统,,,China,,New,Original,,,,,
2328,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,高效空气过滤器，旨在去除污染物并提高空调性能。,,High-efficiency Air Filter designed to remove contaminants and improve air conditioning performance.,"Soyuducunun (kondisionerin) hava süzgəcinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","971332W000 .Çin, Original",971332W000,Air conditioning air filter,空调空气滤清器,Air Conditioning,空调,,,China,,New,Original,,,,,
2329,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,高性能空调压缩机，专为高效制冷和系统可靠性而设计。,,High-performance Air Conditioning Compressor engineered for efficient cooling and system reliability.,"Soyuducunun (kondisionerin) kompressorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","977011U500 .Çin, Original",977011U500,Air conditioning compressor,空调压缩机,Air Conditioning,空调,,,China,,New,Original,,,,,
2330,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,制冷剂（氟利昂）供应，以克为单位精确计量，以确保最佳空调性能。,,"Refrigerant (Freon) Service, precisely measured in grams, for optimal air conditioning performance.",Soyuducunun (kondisionerin) qazının (freonun) qramla doldurulması,R134A  Xidmət.,R134A Xidmət,Air conditioning refrigerant (Freon),制冷剂,Air Conditioning,空调,,,China,,New,Original,,,,,
2331,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,耐用型前减震器，专为提供卓越的乘坐舒适性和操控性而设计。,,Durable Front Shock Absorber engineered for superior ride comfort and handling.,"Ön amortizatorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","546612W400 .Çin, Original",546612W400,Front shock absorber,前减震器,Suspension,暂停,,,China,,New,Original,,,,,
2332,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,耐用的后减震器，专为提供卓越的乘坐舒适性和操控性而设计。,,Durable Rear Shock Absorber engineered for superior ride comfort and handling.,"Arxa amortizatorun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","553102W350 .Çin, Original",553102W350,Rear shock absorber,后减震器,Suspension,暂停,,,China,,New,Original,,,,,
2333,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,耐用型前减震器，专为提供卓越的乘坐舒适性和操控性而设计。,,Durable Front Shock Absorber engineered for superior ride comfort and handling.,"Ön amortizator yastığının yenisi ilə əvəz olunması, ehtiyat hissəsilə ilə birlikdə","546102W000 .Çin, Original",546102W000,Front shock absorber mount,前减震器胶垫,Suspension,暂停,,,China,,New,Original,,,,,
2334,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,精确调整车轮定位（外倾角），以实现最佳车辆操控性和轮胎磨损。,,Precise Wheel Alignment Adjustment (Camber) for optimal vehicle handling and tire wear.,Təkər çəpliyinin tənzimlənməsi (razval),XİDMƏT.,XİDMƏT,.,.,,#VALUE!,,,China,,New,Original,,,,,
2335,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,提供全面的诊断服务，进行精准的车辆系统分析。,,Comprehensive Diagnostic Service for accurate vehicle system analysis.,Diaqnostika,XİDMƏT.,XİDMƏT,.,.,,#VALUE!,,,China,,New,Original,,,,,
2336,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,高精度凸轮轴传感器，专为精确控制发动机正时和性能而设计。,,High-precision Camshaft Sensor engineered for accurate engine timing and performance.,"Paylayıcı valın (raspredvalın) sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","3935025010. .Çin, Original",3935025010,Camshaft,凸轮轴,Engine / Internal Parts,发动机/内部零件,,,China,,New,Original,,,,,
2337,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,高精度曲轴传感器，专为精确控制发动机正时和性能而设计。,,High-precision Crankshaft Sensor engineered for accurate engine timing and performance.,"Dirsəkli valın (kolenvalın) sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","3918025300. .Çin, Original",3918025300,Crankshaft,曲轴,Engine / Internal Parts,发动机/内部零件,,,China,,New,Original,,,,,
2338,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,高精度催化转化器传感器，专为实现最佳排放控制和发动机性能而设计。,,High-precision Catalyst Sensor engineered for optimal emissions control and engine performance.,"Katalizator sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","392102G150 .Çin, Original",392102G150,Catalytic converter sensor,催化转换器传感器,Engine / Emission Sensors,发动机/排放传感器,,,China,,New,Original,,,,,
2339,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,高精度油压传感器，专为精确监测油压和保护发动机而设计。,,High-precision Oil Sensor engineered for accurate oil pressure monitoring and engine protection.,"Yağ sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","9475037000. .Çin, Original",9475037000,Oil pressure sensor,机油压力传感器,Engine / Sensors,发动机/传感器,,,China,,New,Original,,,,,
2340,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,高精度ABS传感器，专为可靠的防抱死制动系统功能而设计。,,High-precision ABS Sensor engineered for reliable anti-lock braking system function.,"ABS sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","956702W000 .Çin, Original",956702W000,ABS sensor,ABS传感器,Braking System / Sensors,制动系统/传感器,,,China,,New,Original,,,,,
2341,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,前轮支撑盘的设计旨在实现最佳车轮定位和稳定性。,,Front Support Disc designed for optimal wheel alignment and stability.,"Ön dayaq diskinin (apornunun) dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","517127W000 .Çin, Original",517127W000,Front brake disc,前刹车盘,Braking System,制动系统,,,China,,New,Original,,,,,
2342,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,后支撑盘经过精心设计，可增强悬架性能。,,Rear Support Disc engineered for enhanced suspension performance.,"Arxa dayaq diskinin (apornunun) dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","584112P000 .Çin, Original",584112P000,Rear brake disc,后刹车盘,Braking System,制动系统,,,China,,New,Original,,,,,
2343,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,前后稳定杆橡胶可改善车辆操控性并减少车身侧倾。,,Front and Rear Stabilizer Rubbers providing improved vehicle handling and reduced body roll.,"Ön və arxa stabilizatorun rezinlərinin dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","548132W100 .Çin, Original",548132W100,Front and rear stabilizer bushings,前后稳定杆胶套,Suspension,暂停,,,China,,New,Original,,,,,
2344,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,右下摆臂提供精准的悬挂控制和耐用性。,,Lower Right Arm offering precision suspension control and durability.,"Alt sağ qolun dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","545012W200 .Çin, Original",545012W200,Lower right control arm,右下控制臂,Suspension,暂停,,,China,,New,Original,,,,,
2345,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,左下臂用于实现精确的悬架几何结构和一致的性能。,,Lower Left Arm for precise suspension geometry and consistent performance.,"Alt sol qolun dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","545002W200 .Çin, Original",545002W200,Lower left control arm,左下控制臂,Suspension,暂停,,,China,,New,Original,,,,,
2346,Hyundai -  Santa Fe - Buraxılış ili - 2013 - KMHST81CDEU279260,下部皮带轮的设计旨在提高发动机皮带的运行效率。,,Lower Pulley designed for efficient engine belt operation.,"Alt şaravoyun dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","545303S100 .Çin, Original",545303S100,Lower ball joint,下球头,Suspension,暂停,,,China,,New,Original,,,,,
