id;description_zh;description_en;part_number;name_en;name_zh;category_en;category_zh;manufacturing_country_en;manufacturing_country_zh;condition_zh;condition_en;quality;car_brand_en;car_brand_zh;car_model_en;car_model_zh;part_year;factory_part_zh;factory_part_en;factory_name_zh;factory_name_en;factory_phone_number;factory_site_url
1264;左前外壳，专为耐用车身面板更换而设计。;Front Left Outer Shell, designed for durable body panel replacement.;3817A314;Front left CV joint;左前等速万向节;Drivetrain;传动系统;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 018,00;球笼;ball cage;瑞安市凯业汽车零部件有限公司;Ruian Kaiye Auto Parts Co., Ltd.;86-0577-65361965;http://www.ruiankaiye.com/
1265;右前外壳，专为耐用车身面板更换而设计。;Front Right Outer Shell, designed for durable body panel replacement.;3817A314;Front right CV joint;右前等速万向节;Drivetrain;传动系统;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 018,00;球笼;ball cage;瑞安市凯业汽车零部件有限公司;Ruian Kaiye Auto Parts Co., Ltd.;86-0577-65361965;http://www.ruiankaiye.com/
1266;右前内挡泥板，OEM品质的替换件，可提供最佳的轮拱保护。;Front Right Inner Fender, an OEM-quality replacement for optimal wheel well protection.;3817A313;Front right CV joint;右前等速万向节;Drivetrain;传动系统;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 018,00;球笼;ball cage;瑞安市凯业汽车零部件有限公司;Ruian Kaiye Auto Parts Co., Ltd.;86-0577-65361965;http://www.ruiankaiye.com/
1267;压盘是实现平稳一致离合器接合的关键部件。;Pressure Disc, a critical component for smooth and consistent clutch engagement.;2304A078;Clutch pressure plate;离合器压盘;Clutch System;离合器系统;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 018,00;变速箱;gearbox;汇隆机械(济南)有限公司;Huilong Machinery (Jinan) Co., Ltd.;15854168782,00;
1268;离合器片，高性能替代品，可实现可靠的动力传输。;Clutch Disc, a high-performance replacement for reliable power transfer.;2301A062;Clutch disc;离合器摩擦片;Clutch System;离合器系统;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 018,00;变速箱;gearbox;汇隆机械(济南)有限公司;Huilong Machinery (Jinan) Co., Ltd.;15854168782,00;
1269;离合器套件，包含离合器片在内的全套组件，专为实现最佳离合器系统性能而设计。;Clutch Kit, a comprehensive set including the clutch pad, engineered for optimal clutch system performance.;2324A080;Clutch release bearing;离合器分离轴承;Clutch System;离合器系统;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 018,00;变速箱;gearbox;汇隆机械(济南)有限公司;Huilong Machinery (Jinan) Co., Ltd.;15854168782,00;
1270;卡丹轴横梁经过精心设计，可实现精确的传动系统对准和减少振动。;Cardan Shaft Cross Member engineered for precise drivetrain alignment and vibration reduction.;37138W010P;Drive shaft cross;传动轴十字轴;Transmission / Drivetrain;变速器/传动系统;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 018,00;万向节;Universal joint;晋江市航万汽车部件有限公司;Jinjiang Hangwan Automobile Parts Co., Ltd.;15906099888,00;http://www.qgwx.com/
1271;右上臂，OEM品质的替换件，提升悬挂系统性能。;Upper Right Arm, an OEM-quality replacement for suspension system performance.;4010A147;Upper right control arm;右上控制臂;Suspension;暂停;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 018,00;悬挂配件厂家;Suspension parts manufacturers;济南凯翼(华兴)汽车配件有限公司;JINAN KAIYI (HUAXING) AUTO PARTS CO., LTD;86-15169120622;
1272;左上臂，OEM品质的悬挂系统性能替换件。;Upper Left Arm, an OEM-quality replacement for suspension system performance.;4010A148;Upper left control arm;左上控制臂;Suspension;暂停;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 018,00;悬挂配件厂家;Suspension parts manufacturers;济南凯翼(华兴)汽车配件有限公司;JINAN KAIYI (HUAXING) AUTO PARTS CO., LTD;86-15169120622;
1273;上窗框，一种耐用的结构支撑替代品。;Upper Sash, a durable replacement for structural support.;9216599;Upper ball joint;上球头;Suspension;暂停;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 018,00;悬挂配件厂家;Suspension parts manufacturers;济南凯翼(华兴)汽车配件有限公司;JINAN KAIYI (HUAXING) AUTO PARTS CO., LTD;86-15169120622;
1274;分动箱，高效动力分配的可靠替代方案。;Transfer Case, a robust replacement for efficient power distribution.;3200A197;Transfer case;分动箱;Drivetrain;传动系统;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 018,00;;#VALUE!;;;;
1275;后驱动轴，一种精密设计的部件，可实现可靠的动力传输。;Rear Drive Shaft, a precision-engineered component for reliable power transfer.;3401A448;Rear driveshaft;后传动轴;Drivetrain;传动系统;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 015,00;;#VALUE!;;;;
1276;发动机油，一种高性能润滑剂，可为发动机提供最佳保护。;Engine Oil, a high-performance lubricant for optimal engine protection.;15x40;Türkiyə;Türkiyə;Türkiyə;土耳其语;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;;#VALUE!;;;;
1277;发动机机油滤清器，旨在有效去除污染物，确保发动机寿命。;Engine Oil Filter, designed for efficient removal of contaminants, ensuring engine longevity.;MD069782;Oil filter;机油滤清器;Engine;引擎;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;滤芯;filter element;廊坊生光滤清器有限公司;LANGFANG SHENGGUANG FILTER CO.,LTD.;0316-8660998;www.lfsg.net
1278;冷却液，一种优质防冻液，可实现最佳的发动机温度调节。;Coolant, a premium-quality antifreeze for optimal engine temperature regulation.;Antifreeze -56 3L;Türkiyə;Türkiyə;Türkiyə;土耳其语;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;;#VALUE!;;;;
1279;变速箱油，一种高性能润滑剂，可实现平稳换挡并保护变速箱。;Gearbox Oil, a high-performance lubricant for smooth gear shifting and transmission protection.;ATF DSG;Türkiyə;Türkiyə;Türkiyə;土耳其语;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;;#VALUE!;;;;
1280;燃油滤清器，一种精密设计的部件，可实现最佳燃油过滤和发动机性能。;Fuel Filter, a precision-engineered component for optimal fuel filtration and engine performance.;1770A053;Fuel filter;燃油滤清器;Fuel System;燃油系统;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;滤芯;filter element;廊坊生光滤清器有限公司;LANGFANG SHENGGUANG FILTER CO.,LTD.;0316-8660998;www.lfsg.net
1281;空气滤清器，旨在有效去除空气中的污染物，确保发动机的最佳性能。;Air Filter, designed for efficient removal of airborne contaminants, ensuring optimal engine performance.;1500A358;Air filter;空气滤清器;Engine;引擎;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;滤芯;filter element;廊坊生光滤清器有限公司;LANGFANG SHENGGUANG FILTER CO.,LTD.;0316-8660998;www.lfsg.net
1282;火花塞，一种用于可靠点火和燃烧的高性能部件。;Spark Plug, a high-performance component for reliable ignition and combustion.;0250523002;Spark plug;火花塞;Engine;引擎;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;火花塞;spark plug;宁波军士火花塞制造有限公司;Ningbo Noncommissioned Office Spark Plug Manufacture Co., Ltd.;0574-86691884;www.ncosp.com
1283;灯泡，OEM品质的替代品，提供可靠的照明。;Bulb, an OEM-quality replacement for reliable illumination.;MD361710;Ignition coil;点火线圈;Engine;引擎;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;火花塞;spark plug;宁波军士火花塞制造有限公司;Ningbo Noncommissioned Office Spark Plug Manufacture Co., Ltd.;0574-86691884;www.ncosp.com
1284;发动机皮带，耐用的替代品，可高效地将动力传递至发动机附件。;Engine Belt, a durable replacement for efficient power transfer to engine accessories.;1145A019;Engine timing chain;发动机正时链条;Engine;引擎;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;皮带;belt;河北省巨鹿县东风内燃机配件厂;Hebei Province Julu County Dongfeng Internal Combustion Engine Parts Factory;0319-4333791;
1285;发动机支架，一种用于减少发动机振动的精密配合部件。;Engine Mount, a precision-fit component for reducing engine vibration.;1093A148;Engine mount;发动机支架;Engine;引擎;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;;#VALUE!;;;;
1286;前刹车片，高性能套装，提供可靠稳定的制动性能。;Front Brake Pads, a high-performance set for reliable and consistent braking performance.;4605A198;Front brake caliper;前制动卡钳;Brake System;制动系统;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;刹车片;brake pads;山东亨通汽车部件有限公司;Shandong Hengtong Auto Parts Co., Ltd.;86(531)8195 6967;www.htsyqp.com
1287;后刹车片，高性能套装，提供可靠稳定的制动性能。;Rear Brake Pads, a high-performance set for reliable and consistent braking performance.;4600a122;Rear brake caliper;后制动卡钳;Brake System;制动系统;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;刹车片;brake pads;山东亨通汽车部件有限公司;Shandong Hengtong Auto Parts Co., Ltd.;86(531)8195 6967;www.htsyqp.com
1288;冰箱（空调）空气过滤器，优质替代品，确保空气循环洁净。;Refrigerator (Air Conditioner) Air Filter, a premium-quality replacement for clean air circulation.;7803a004;Air conditioning air filter;空调空气滤清器;Air Conditioning;空调;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;滤芯;filter element;廊坊生光滤清器有限公司;LANGFANG SHENGGUANG FILTER CO.,LTD.;0316-8660998;www.lfsg.net
1289;冰箱（空调）压缩机，是实现最佳制冷性能的高效部件。;Refrigerator (Air Conditioner) Compressor, a high-efficiency component for optimal cooling performance.;MN123626;Air conditioning compressor;空调压缩机;Air Conditioning;空调;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;;#VALUE!;;;;
1290;冰箱（空调）气体（氟利昂），一种用于实现最佳制冷性能的制冷剂。;Refrigerator (Air Conditioner) Gas (Freon), a refrigerant for optimal cooling performance.;R134A Xidmət;Air conditioning refrigerant (Freon);制冷剂;Air Conditioning;空调;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;;#VALUE!;;;;
1291;前减震器，一种精密配合的部件，旨在实现最佳的行驶控制和操控性能。;Front Shock Absorber, a precision-fit component designed for optimal ride control and handling.;MR992320;Front shock absorber;前减震器;Suspension;暂停;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;减震器;shock absorbers;济南凯睿汽车配件有限公司;Jinan Kairui Auto Parts Co., Ltd.;0531-85669090;
1292;后减震器，一种精密配合的部件，旨在实现最佳的行驶控制和操控性能。;Rear Shock Absorber, a precision-fit component designed for optimal ride control and handling.;MR992632;Rear shock absorber;后减震器;Suspension;暂停;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;减震器;shock absorbers;济南凯睿汽车配件有限公司;Jinan Kairui Auto Parts Co., Ltd.;0531-85669090;
1293;前减震器，一种精密配合的部件，旨在实现最佳的行驶控制和操控性能。;Front Shock Absorber, a precision-fit component designed for optimal ride control and handling.;MR992326;Front shock absorber mount;前减震器胶垫;Suspension;暂停;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;减震器;shock absorbers;济南凯睿汽车配件有限公司;Jinan Kairui Auto Parts Co., Ltd.;0531-85669090;
1294;车轮定位调整（外倾角）确保最佳轮胎接触和车辆稳定性。;Wheel Alignment Adjustment (Camber) ensuring optimal tire contact and vehicle stability.;XİDMƏT;.;.;;#VALUE!;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;;#VALUE!;;;;
1295;全面的车辆诊断，用于识别性能问题。;Comprehensive Vehicle Diagnostics for identifying performance issues.;XİDMƏT;.;.;;#VALUE!;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;;#VALUE!;;;;
1296;凸轮轴传感器，OEM品质的替代品，可确保发动机正时精准，性能卓越。;Camshaft Sensor, an OEM-quality replacement for accurate engine timing and performance.;1865A126;Camshaft;凸轮轴;Engine / Internal Parts;发动机/内部零件;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
1297;曲轴位置传感器，OEM品质的替代品，可确保发动机精确正时和性能。;Crankshaft Sensor, an OEM-quality replacement for accurate engine timing and performance.;1865A074;Crankshaft;曲轴;Engine / Internal Parts;发动机/内部零件;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
1298;催化传感器，一款专为高效排放控制而设计的 OEM 品质替代品。;Catalyst Sensor, an OEM-quality replacement designed for efficient emissions control.;1578A092;Catalytic converter sensor;催化转换器传感器;Engine / Emission Sensors;发动机/排放传感器;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
1299;机油压力传感器，OEM品质的替代品，用于监测发动机机油压力。;Oil Sensor, an OEM-quality replacement for monitoring engine oil pressure.;1258A003;Oil pressure sensor;机油压力传感器;Engine / Sensors;发动机/传感器;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
1300;ABS传感器，OEM品质的防抱死制动系统功能替代品。;ABS Sensor, an OEM-quality replacement for anti-lock braking system functionality.;4670A596;ABS sensor;ABS传感器;Braking System / Sensors;制动系统/传感器;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
1301;前轮支撑盘，OEM品质的替换件，提供可靠的制动性能。;Front Support Disc, an OEM-quality replacement for reliable braking performance.;4615A223;Front brake disc;前刹车盘;Braking System;制动系统;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;刹车片;brake pads;山东亨通汽车部件有限公司;Shandong Hengtong Auto Parts Co., Ltd.;86(531)8195 6967;www.htsyqp.com
1302;后轮支撑盘，OEM品质的替换件，提供可靠的制动性能。;Rear Support Disc, an OEM-quality replacement for reliable braking performance.;4615A205;Rear brake disc;后刹车盘;Braking System;制动系统;China;中国;新的;New;Original;Mitsubishi;三菱;L-200;L-200;2 017,00;刹车片;brake pads;山东亨通汽车部件有限公司;Shandong Hengtong Auto Parts Co., Ltd.;86(531)8195 6967;www.htsyqp.com
